interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,education,state,congress_district,age_group,vote_trump,vote_biden
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,South,Not Hispanic,black/african american/negro,"$95,000 to $99,999",High school graduate,MD,,58 to 67,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,employed,The United States,Female,Northeast,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",NY,NY10,28 to 37,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",I am not sure/don't know,Liberal,employed,The United States,Female,West,Not Hispanic,black/african american/negro,"$60,000 to $64,999","Completed some college, but no degree",CA,CA28,58 to 67,0,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,NA,"College Degree (such as B.A., B.S.)",WI,WI05,28 to 37,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,not in labor force,The United States,Female,South,Not Hispanic,"other race, nec","$70,000 to $74,999","College Degree (such as B.A., B.S.)",TX,,58 to 67,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,The United States,Male,West,Not Hispanic,white,"$200,000 to $249,999",Masters degree,CO,CO02,38 to 47,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",MI,MI04,28 to 37,1,0
Only now and then,Registered,Was not eligible to vote,Not sure,Donald Trump,Conservative,not in labor force,The United States,Female,South,Not Hispanic,"other race, nec","Less than $14,999",Completed some high school,VA,VA09,28 to 37,1,0
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Someone else,Moderate,employed,Another country,Male,South,Not Hispanic,chinese,"$95,000 to $99,999",Doctorate degree,DE,DE00,48 to 57,0,0
Some of the time,Registered,Hillary Clinton,NA,Joe Biden,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$95,000 to $99,999",Masters degree,FL,FL26,48 to 57,0,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,Midwest,Not Hispanic,black/african american/negro,"$55,000 to $59,999",High school graduate,OH,OH03,58 to 67,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,Another country,Female,South,Not Hispanic,white,"$20,000 to $24,999",Completed some high school,OK,OK03,58 to 67,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,Northeast,Not Hispanic,white,"$45,000 to $49,999",Associate Degree,ME,ME02,48 to 57,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,West,Not Hispanic,white,"$95,000 to $99,999",Other post high school vocational training,AZ,AZ08,28 to 37,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Female,South,Not Hispanic,white,"$75,000 to $79,999",High school graduate,FL,FL16,68 to 77,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",FL,,38 to 47,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,South,Not Hispanic,white,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",TN,TN06,58 to 67,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,West,Not Hispanic,white,"$65,000 to $69,999",Other post high school vocational training,CA,CA48,48 to 57,0,1
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Very Liberal,not in labor force,The United States,Female,South,Not Hispanic,black/african american/negro,"$85,000 to $89,999","Completed some college, but no degree",VA,VA04,18 to 27,0,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,Midwest,Not Hispanic,white,"$40,000 to $44,999",High school graduate,OH,OH08,48 to 57,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$250,000 and above",Masters degree,TX,TX07,38 to 47,1,0
Most of the time,Registered,Hillary Clinton,"No, I will not vote but I am eligible",Joe Biden,Liberal,employed,The United States,Male,South,Not Hispanic,black/african american/negro,"Less than $14,999",3rd Grade or less,TN,TN09,28 to 37,0,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,West,Mexican,"other race, nec","Less than $14,999",Completed some high school,CA,CA41,28 to 37,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,South,Not Hispanic,white,"$30,000 to $34,999",High school graduate,WV,WV01,58 to 67,1,0
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,NA,employed,The United States,Male,Northeast,Not Hispanic,white,"$70,000 to $74,999","Completed some graduate, but no degree",NY,NY10,28 to 37,0,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"Less than $14,999",Masters degree,OH,OH04,58 to 67,0,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$90,000 to $94,999","Completed some college, but no degree",NY,NY10,48 to 57,0,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Female,Northeast,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",NJ,NJ04,38 to 47,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,employed,The United States,Female,South,Not Hispanic,white,"$125,000 to $149,999","Completed some graduate, but no degree",TX,TX35,28 to 37,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,Midwest,Not Hispanic,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",MO,MO03,38 to 47,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"Less than $14,999","Completed some college, but no degree",IA,IA03,48 to 57,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Midwest,Not Hispanic,white,"$100,000 to $124,999",Associate Degree,WI,WI08,28 to 37,0,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,South,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",KY,KY05,48 to 57,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,employed,The United States,Female,West,Mexican,"other race, nec","$125,000 to $149,999",Associate Degree,CA,CA47,38 to 47,0,1
Only now and then,Registered,"Did not vote, but was eligible",Not sure,Donald Trump,Conservative,NA,The United States,Female,Midwest,Not Hispanic,white,"Less than $14,999","College Degree (such as B.A., B.S.)",IL,IL17,48 to 57,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Not Sure,not in labor force,The United States,Female,West,Not Hispanic,white,"Less than $14,999",Other post high school vocational training,AZ,AZ04,38 to 47,1,0
Some of the time,Registered,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Conservative,employed,Another country,Male,Northeast,Mexican,white,"$25,000 to $29,999",Completed some high school,RI,RI02,38 to 47,0,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Mexican,white,"$40,000 to $44,999",Masters degree,TX,TX04,28 to 37,1,0
Only now and then,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Joe Biden,Moderate,employed,The United States,Female,West,Mexican,white,"Less than $14,999",High school graduate,AK,AK00,38 to 47,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$45,000 to $49,999","Completed some college, but no degree",OH,OH09,58 to 67,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,South,Mexican,white,"$15,000 to $19,999",Associate Degree,OK,OK05,38 to 47,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,South,Not Hispanic,white,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",AR,AR02,58 to 67,0,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Northeast,Not Hispanic,white,"$250,000 and above",High school graduate,NY,NY03,58 to 67,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,unemployed,The United States,Male,West,Not Hispanic,white,"$65,000 to $69,999","Completed some graduate, but no degree",CA,CA08,38 to 47,0,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,Northeast,Other Hispanic,white,"$50,000 to $54,999","Completed some college, but no degree",NY,NY02,28 to 37,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,West,Not Hispanic,white,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",CA,CA42,68 to 77,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",NY,NY03,38 to 47,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Not Sure,not in labor force,The United States,Female,South,Not Hispanic,white,"$35,000 to $39,999",High school graduate,NC,NC06,38 to 47,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Northeast,Not Hispanic,white,"$125,000 to $149,999",Masters degree,NY,NY12,48 to 57,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,South,Not Hispanic,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",FL,FL15,28 to 37,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,West,Not Hispanic,white,"$85,000 to $89,999",Other post high school vocational training,CA,CA23,38 to 47,1,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,Midwest,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",MI,MI07,48 to 57,0,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Female,South,Not Hispanic,black/african american/negro,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",GA,GA08,58 to 67,0,1
Most of the time,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Joe Biden,Liberal,employed,The United States,Female,Northeast,Not Hispanic,white,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CT,CT02,38 to 47,0,1
Some of the time,Registered,Gary Johnson,Not sure,I would not vote,Conservative,employed,The United States,Female,Midwest,Not Hispanic,white,"$85,000 to $89,999",High school graduate,OH,OH14,48 to 57,0,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,The United States,Female,Midwest,Not Hispanic,white,"$20,000 to $24,999","Completed some college, but no degree",WI,WI01,48 to 57,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",IL,IL15,28 to 37,1,0
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Conservative,not in labor force,Another country,Female,South,Cuban,white,"Less than $14,999","Completed some college, but no degree",TN,TN07,68 to 77,0,1
Some of the time,Registered,"Did not vote, but was eligible",Not sure,Someone else,Liberal,employed,The United States,Female,South,Not Hispanic,white,"$75,000 to $79,999","Completed some college, but no degree",MD,MD05,28 to 37,0,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$25,000 to $29,999",High school graduate,OK,OK01,58 to 67,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,Midwest,Not Hispanic,white,"$95,000 to $99,999","Completed some college, but no degree",WI,WI01,58 to 67,1,0
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",NJ,NJ02,38 to 47,0,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$15,000 to $19,999",High school graduate,IL,IL17,58 to 67,1,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,South,Not Hispanic,white,"$25,000 to $29,999","Completed some college, but no degree",NC,NC11,48 to 57,0,1
Only now and then,Registered,"Did not vote, but was eligible",Not sure,Donald Trump,Not Sure,employed,The United States,Female,South,Not Hispanic,white,"$15,000 to $19,999","Completed some college, but no degree",TN,TN01,38 to 47,1,0
