gender,household_income,employment,age_group,race_ethnicity,education,n
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec",High school graduate,33
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec",Masters degree,9
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec",Middle School - Grades 4 - 8,3
Male,"$75,000 to $79,999",employed,58 to 67,"other race, nec",Other post high school vocational training,3
Male,"$75,000 to $79,999",employed,58 to 67,white,3rd Grade or less,13
Male,"$75,000 to $79,999",employed,58 to 67,white,Associate Degree,388
Male,"$75,000 to $79,999",employed,58 to 67,white,"College Degree (such as B.A., B.S.)",831
Male,"$75,000 to $79,999",employed,58 to 67,white,"Completed some college, but no degree",894
Male,"$75,000 to $79,999",employed,58 to 67,white,Completed some high school,60
Male,"$75,000 to $79,999",employed,58 to 67,white,Doctorate degree,64
Male,"$75,000 to $79,999",employed,58 to 67,white,High school graduate,948
Male,"$75,000 to $79,999",employed,58 to 67,white,Masters degree,398
Male,"$75,000 to $79,999",employed,58 to 67,white,Middle School - Grades 4 - 8,18
Male,"$75,000 to $79,999",employed,58 to 67,white,Other post high school vocational training,112
Male,"$75,000 to $79,999",employed,68 to 77,american indian or alaska native,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",employed,68 to 77,american indian or alaska native,"Completed some college, but no degree",1
Male,"$75,000 to $79,999",employed,68 to 77,american indian or alaska native,High school graduate,1
Male,"$75,000 to $79,999",employed,68 to 77,american indian or alaska native,Masters degree,1
Male,"$75,000 to $79,999",employed,68 to 77,black/african american/negro,Associate Degree,7
Male,"$75,000 to $79,999",employed,68 to 77,black/african american/negro,"College Degree (such as B.A., B.S.)",15
Male,"$75,000 to $79,999",employed,68 to 77,black/african american/negro,"Completed some college, but no degree",13
Male,"$75,000 to $79,999",employed,68 to 77,black/african american/negro,Completed some high school,7
Male,"$75,000 to $79,999",employed,68 to 77,black/african american/negro,Doctorate degree,6
Male,"$75,000 to $79,999",employed,68 to 77,black/african american/negro,High school graduate,17
Male,"$75,000 to $79,999",employed,68 to 77,black/african american/negro,Masters degree,5
Male,"$75,000 to $79,999",employed,68 to 77,black/african american/negro,Middle School - Grades 4 - 8,2
Male,"$75,000 to $79,999",employed,68 to 77,chinese,Associate Degree,1
Male,"$75,000 to $79,999",employed,68 to 77,chinese,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",employed,68 to 77,chinese,"Completed some college, but no degree",3
Male,"$75,000 to $79,999",employed,68 to 77,chinese,Doctorate degree,2
Male,"$75,000 to $79,999",employed,68 to 77,chinese,High school graduate,2
Male,"$75,000 to $79,999",employed,68 to 77,japanese,"College Degree (such as B.A., B.S.)",4
Male,"$75,000 to $79,999",employed,68 to 77,japanese,"Completed some college, but no degree",1
Male,"$75,000 to $79,999",employed,68 to 77,japanese,High school graduate,1
Male,"$75,000 to $79,999",employed,68 to 77,japanese,Masters degree,1
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,3rd Grade or less,1
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,Associate Degree,2
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,"College Degree (such as B.A., B.S.)",9
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,"Completed some college, but no degree",4
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,Completed some high school,1
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,Doctorate degree,3
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,High school graduate,1
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,Masters degree,2
Male,"$75,000 to $79,999",employed,68 to 77,other asian or pacific islander,Middle School - Grades 4 - 8,1
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec",3rd Grade or less,1
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec",Associate Degree,2
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec","College Degree (such as B.A., B.S.)",2
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec","Completed some college, but no degree",4
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec",Completed some high school,1
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec",Doctorate degree,1
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec",High school graduate,4
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec",Masters degree,1
Male,"$75,000 to $79,999",employed,68 to 77,"other race, nec",Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,68 to 77,white,3rd Grade or less,6
Male,"$75,000 to $79,999",employed,68 to 77,white,Associate Degree,69
Male,"$75,000 to $79,999",employed,68 to 77,white,"College Degree (such as B.A., B.S.)",230
Male,"$75,000 to $79,999",employed,68 to 77,white,"Completed some college, but no degree",213
Male,"$75,000 to $79,999",employed,68 to 77,white,Completed some high school,26
Male,"$75,000 to $79,999",employed,68 to 77,white,Doctorate degree,35
Male,"$75,000 to $79,999",employed,68 to 77,white,High school graduate,175
Male,"$75,000 to $79,999",employed,68 to 77,white,Masters degree,181
Male,"$75,000 to $79,999",employed,68 to 77,white,Middle School - Grades 4 - 8,6
Male,"$75,000 to $79,999",employed,68 to 77,white,Other post high school vocational training,27
Male,"$75,000 to $79,999",employed,78 to 87,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",employed,78 to 87,black/african american/negro,"Completed some college, but no degree",1
Male,"$75,000 to $79,999",employed,78 to 87,black/african american/negro,Completed some high school,1
Male,"$75,000 to $79,999",employed,78 to 87,black/african american/negro,High school graduate,1
Male,"$75,000 to $79,999",employed,78 to 87,black/african american/negro,Masters degree,2
Male,"$75,000 to $79,999",employed,78 to 87,chinese,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",employed,78 to 87,other asian or pacific islander,"College Degree (such as B.A., B.S.)",3
Male,"$75,000 to $79,999",employed,78 to 87,other asian or pacific islander,"Completed some college, but no degree",1
Male,"$75,000 to $79,999",employed,78 to 87,other asian or pacific islander,High school graduate,1
Male,"$75,000 to $79,999",employed,78 to 87,other asian or pacific islander,Masters degree,2
Male,"$75,000 to $79,999",employed,78 to 87,white,Associate Degree,8
Male,"$75,000 to $79,999",employed,78 to 87,white,"College Degree (such as B.A., B.S.)",34
Male,"$75,000 to $79,999",employed,78 to 87,white,"Completed some college, but no degree",23
Male,"$75,000 to $79,999",employed,78 to 87,white,Completed some high school,2
Male,"$75,000 to $79,999",employed,78 to 87,white,Doctorate degree,10
Male,"$75,000 to $79,999",employed,78 to 87,white,High school graduate,38
Male,"$75,000 to $79,999",employed,78 to 87,white,Masters degree,24
Male,"$75,000 to $79,999",employed,78 to 87,white,Middle School - Grades 4 - 8,1
Male,"$75,000 to $79,999",employed,78 to 87,white,Other post high school vocational training,5
Male,"$75,000 to $79,999",employed,88+,black/african american/negro,Other post high school vocational training,1
Male,"$75,000 to $79,999",employed,88+,white,"College Degree (such as B.A., B.S.)",5
Male,"$75,000 to $79,999",employed,88+,white,"Completed some college, but no degree",1
Male,"$75,000 to $79,999",employed,88+,white,High school graduate,6
Male,"$75,000 to $79,999",employed,88+,white,Masters degree,1
Male,"$75,000 to $79,999",employed,88+,white,Middle School - Grades 4 - 8,1
Male,"$75,000 to $79,999",unemployed,18 to 27,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",unemployed,18 to 27,chinese,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",unemployed,18 to 27,"other race, nec","Completed some college, but no degree",1
Male,"$75,000 to $79,999",unemployed,18 to 27,"other race, nec",High school graduate,1
Male,"$75,000 to $79,999",unemployed,18 to 27,white,3rd Grade or less,1
Male,"$75,000 to $79,999",unemployed,18 to 27,white,"Completed some college, but no degree",1
Male,"$75,000 to $79,999",unemployed,18 to 27,white,High school graduate,2
Male,"$75,000 to $79,999",unemployed,28 to 37,black/african american/negro,Associate Degree,1
Male,"$75,000 to $79,999",unemployed,28 to 37,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",unemployed,28 to 37,black/african american/negro,Completed some high school,1
Male,"$75,000 to $79,999",unemployed,28 to 37,black/african american/negro,High school graduate,2
Male,"$75,000 to $79,999",unemployed,28 to 37,"other race, nec","Completed some college, but no degree",1
Male,"$75,000 to $79,999",unemployed,28 to 37,"other race, nec",Masters degree,1
Male,"$75,000 to $79,999",unemployed,28 to 37,white,Associate Degree,2
Male,"$75,000 to $79,999",unemployed,28 to 37,white,"College Degree (such as B.A., B.S.)",5
Male,"$75,000 to $79,999",unemployed,28 to 37,white,"Completed some college, but no degree",2
Male,"$75,000 to $79,999",unemployed,28 to 37,white,High school graduate,5
Male,"$75,000 to $79,999",unemployed,28 to 37,white,Masters degree,1
Male,"$75,000 to $79,999",unemployed,28 to 37,white,Middle School - Grades 4 - 8,1
Male,"$75,000 to $79,999",unemployed,28 to 37,white,Other post high school vocational training,1
Male,"$75,000 to $79,999",unemployed,38 to 47,black/african american/negro,Other post high school vocational training,1
Male,"$75,000 to $79,999",unemployed,38 to 47,other asian or pacific islander,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",unemployed,38 to 47,other asian or pacific islander,Masters degree,1
Male,"$75,000 to $79,999",unemployed,38 to 47,"other race, nec","Completed some college, but no degree",1
Male,"$75,000 to $79,999",unemployed,38 to 47,"other race, nec",High school graduate,1
Male,"$75,000 to $79,999",unemployed,38 to 47,white,Associate Degree,8
Male,"$75,000 to $79,999",unemployed,38 to 47,white,"College Degree (such as B.A., B.S.)",8
Male,"$75,000 to $79,999",unemployed,38 to 47,white,"Completed some college, but no degree",7
Male,"$75,000 to $79,999",unemployed,38 to 47,white,Completed some high school,2
Male,"$75,000 to $79,999",unemployed,38 to 47,white,High school graduate,5
Male,"$75,000 to $79,999",unemployed,38 to 47,white,Masters degree,2
Male,"$75,000 to $79,999",unemployed,38 to 47,white,Middle School - Grades 4 - 8,1
Male,"$75,000 to $79,999",unemployed,38 to 47,white,Other post high school vocational training,1
Male,"$75,000 to $79,999",unemployed,48 to 57,black/african american/negro,Associate Degree,1
Male,"$75,000 to $79,999",unemployed,48 to 57,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Male,"$75,000 to $79,999",unemployed,48 to 57,black/african american/negro,"Completed some college, but no degree",2
Male,"$75,000 to $79,999",unemployed,48 to 57,chinese,Masters degree,2
Male,"$75,000 to $79,999",unemployed,48 to 57,other asian or pacific islander,"College Degree (such as B.A., B.S.)",2
Male,"$75,000 to $79,999",unemployed,48 to 57,other asian or pacific islander,High school graduate,1
Male,"$75,000 to $79,999",unemployed,48 to 57,other asian or pacific islander,Masters degree,1
Male,"$75,000 to $79,999",unemployed,48 to 57,"other race, nec","College Degree (such as B.A., B.S.)",2
Male,"$75,000 to $79,999",unemployed,48 to 57,"other race, nec",Completed some high school,1
Male,"$75,000 to $79,999",unemployed,48 to 57,"other race, nec",High school graduate,2
Male,"$75,000 to $79,999",unemployed,48 to 57,white,3rd Grade or less,1
Male,"$75,000 to $79,999",unemployed,48 to 57,white,Associate Degree,5
Male,"$75,000 to $79,999",unemployed,48 to 57,white,"College Degree (such as B.A., B.S.)",12
Male,"$75,000 to $79,999",unemployed,48 to 57,white,"Completed some college, but no degree",12
Male,"$75,000 to $79,999",unemployed,48 to 57,white,Completed some high school,1
Male,"$75,000 to $79,999",unemployed,48 to 57,white,Doctorate degree,1
Male,"$75,000 to $79,999",unemployed,48 to 57,white,High school graduate,5
Male,"$75,000 to $79,999",unemployed,48 to 57,white,Masters degree,7
Male,"$75,000 to $79,999",unemployed,48 to 57,white,Middle School - Grades 4 - 8,1
Male,"$75,000 to $79,999",unemployed,58 to 67,black/african american/negro,Associate Degree,1
Male,"$75,000 to $79,999",unemployed,58 to 67,black/african american/negro,High school graduate,2
Male,"$75,000 to $79,999",unemployed,58 to 67,black/african american/negro,Masters degree,2
Male,"$75,000 to $79,999",unemployed,58 to 67,chinese,"Completed some college, but no degree",1
Male,"$75,000 to $79,999",unemployed,58 to 67,"other race, nec",Other post high school vocational training,1
Male,"$75,000 to $79,999",unemployed,58 to 67,white,Associate Degree,4
Male,"$75,000 to $79,999",unemployed,58 to 67,white,"College Degree (such as B.A., B.S.)",14
Male,"$75,000 to $79,999",unemployed,58 to 67,white,"Completed some college, but no degree",8
Male,"$75,000 to $79,999",unemployed,58 to 67,white,Completed some high school,1
Male,"$75,000 to $79,999",unemployed,58 to 67,white,High school graduate,10
Male,"$75,000 to $79,999",unemployed,58 to 67,white,Masters degree,8
Male,"$75,000 to $79,999",unemployed,58 to 67,white,Other post high school vocational training,2
Male,"$75,000 to $79,999",unemployed,68 to 77,white,"College Degree (such as B.A., B.S.)",2
Male,"$75,000 to $79,999",unemployed,68 to 77,white,"Completed some college, but no degree",4
